"IdOnaDatos";"IdOrganizacion";"OrgNombreComercial";"OrgRazonSocial";"OrgCodigoAcreditacion";"OrgPais";"OrgCiudad";"OrgDireccion";"OrgWeb";"orgCorreo";"orgTelefono";"OrgEstadoAcreditado";"OrgEsquemaAcreditado";"OrgNormaAcreditada";"OrgReconocimiento";"OrgFechaActualizacion"
"1";"159";"CEO ECUADOR CIA. LTDA.";"CRANES ENGINEERING & OPERATOR ECUADOR CIA. LTDA.";"SAE OI 22-006";"Ecuador";"Quito";"Pasaje los Ángeles 134 y Eloy Alfaro";NULL;"123p.mora@ceoecuador.net";"+593 2-222-3390";"ACREDITADO";"INSPECCION";"NTE INEN-ISO/IEC 17020:2013";"NACIONAL";"2022-03-16"
"1";"337";"CERESECUADOR CIA. LTDA.";"CERTIFICADORA ECUATORIANA DE ESTANDARES CERESECUADOR CIA. LTDA.";"SAE CP 07-003";"Ecuador";"Quito";"La Ascazubi Lote 48A Pasaje San José de Ascazubi, Conocoto.";NULL;"123lmelo@ceresecuador-cert.com";"+593 98 508 6462";"ACREDITADO";"PRODUCTOS";"NTE INEN-ISO/IEC 17065";"NACIONAL";"2007-09-29"
"1";"357";"Certinternacional";"Certinternacional";"SAE-ACRE-TEST-0012";"Ecuador";"Quito";"Juan Salinas y Calderon";NULL;"123eguillen@paymentez.com";"+593 2-245-4393";"ACREDITADO";"INSPECCION";"NTE INEN-ISO/IEC 17020:2013";"NACIONAL";"2024-06-03"
"1";"232";"CERTMETROL";"CERTIFICACIÓN METROLÓGICA CERTMETROL C.A.";"SAE LC 14-001";"Ecuador";"Guayaquil";"Guayaqui, Cdla Bellavista Mz. 13 Solar 21";NULL;"123info@certmetrol.com.ec";"+593 4-601-8768";"ACREDITADO";"CALIBRACIÓN";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2023-02-13"
"1";"63";"CFP";"CENTRO DE FOMENTO PRODUCTIVO";"SAE LEN 19-001";"Ecuador";"Ambato";"La Peninzula, calles Santo Domingo y Rio de Janeiro; Frente a las Bodegas del Consejo Provincial, Galpón Blanco";NULL;"123edwin.morejon@tungurahua.gob.ec";"+593 3-244-5330";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2023-01-25"
"1";"294";"CHEMENG CÍA. LTDA.";"GRUPO CONSULTOR CHEMENG CÍA. LTDA.";"SAE LEN 05-006";"Ecuador";"Quito";"Obispo Díaz de la Madrid oe5-179 y La Isla";NULL;"123chemeng@chemeng.com.ec";"+593 2-256-1776";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2005-12-19"
"1";"183";"CIIESOST";"CENTRO DE INFORMACION INTERNACIONAL EMPRESARIAL SOSTENIBLE CIIESOST S.A.";"SAE OI 18-024";"Ecuador";"Quito";"Guayas E3-112 y AMazonas, Edificio Torre Center, Oficina 608";NULL;"123gllanos@ciiesost.com";"+593 98 320 2239";"ACREDITADO";"INSPECCION";"NTE INEN-ISO/IEC 17020:2013";"NACIONAL";"2018-09-11"
"1";"392";"COAACH S.A.S.";"COMPAÑIA CERTIFICADORA DE ALIMENTOS Y ALMACENAMIENTO CHENOA COAACH S.A.S.";"SAE OI 23-001";"Ecuador";"Quito";"Charles Darwin y Alfredo Gangotena";NULL;"123coaach.oi@gmail.com";"+593 99 945 2154";"ACREDITADO";"INSPECCION";"NTE INEN-ISO/IEC 17020:2013";"NACIONAL";"2023-05-07"
"1";"390";"COINAV S.A.";"Corporación Ingeniería Avanzada COINAV del Ecuador S.A.";"SAE LEN 18-032";"Ecuador";"Ambato";"Av. Rodrigo Pachano Montalvo y Esquina, Edificio Ficoa Park, Oficina 208";NULL;"123infocoinavsa@yahoo.com";"+593 3-242-6337";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2018-10-23"
"1";"186";"COMEIND ECUADOR S A";"METALURGICA E INSPECCIONES NO DESTRUCTIVAS COMEIND ECUADOR S A";"SAE OI 17-002";"Ecuador";"Quito";"Barrio: IÑAQUITO Calle: REPUBLICA DEL SALVADOR Número: N34-211 Intersección: MOSCU Edificio: FARAON Número de oficina: 3C Número de piso: 3 Referencia: AGENCIA DE VIAGES COPA AIRLINES";NULL;"123comeind@comeind.com.ec";"+593 2-226-9749";"ACREDITADO";"INSPECCION";"NTE INEN-ISO/IEC 17020:2013";"NACIONAL";"2017-04-05"
"1";"844";"COMPUHELP S.A.";"COMPUHELP S.A.";"SAE LC 24-001";"Ecuador";"Guayaquil";"PRIMER PASAJE SOLAR 5 Intersección: ABEL ROMEO CASTILLO Manzana: 25";NULL;"123CONTABILIDAD@COMPUHELP.COM.EC";"+593 4-269-2960";"ACREDITADO";"CALIBRACIÓN";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2024-01-04"
"1";"190";"CONSORCIO DANTON";"CONSORCIO REVISION VEHICULAR DANTON";"SAE OI 15-005";"Ecuador";"Cuenca";"Calle de la Compañía y Vía a Mayancela s/n";NULL;"123marlenin7@hotmail.com";"+593 7-406-8057";"ACREDITADO";"INSPECCION";"NTE INEN-ISO/IEC 17020:2013";"NACIONAL";"2023-03-28"
"1";"70";"CONSORCIO ILM - GUAYAQUIL";"CONSORCIO ILM - GUAYAQUIL";"SAE LEN 10-013";"Ecuador";"Guayaquil";"Km 14,5 Vía a Daule";NULL;"123katerine.pina@consorcio-ilm.com";"+593 99 107 9414";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2023-10-19"
"1";"174";"Consorcio SGS - Revisiones Técnicas";"Consorcio SGS - Revisiones Técnicas";"SAE OI 19-002";"Ecuador";"Guayaquil";"Av. Benjamin Rosales s/n junto a la terminal de la metrovía. Centro de Revisiones Técnicas Vehiculares del Norte";NULL;"123monica.alvarez@sgs.com";"+593 4-370-4100";"ACREDITADO";"INSPECCION";"NTE INEN-ISO/IEC 17020:2013";"NACIONAL";"2019-01-23"
"1";"163";"CONTROL INTERNACIONAL DEL ECUADOR C.A.";"CONTROL INTERNACIONAL DEL ECUADOR C.A. UNICONTROL";"SAE OI 13-015";"Ecuador";"Guayaquil";"Bolivia 211 y José María Urbina";NULL;"123fcanelos@controlinternacional.com";"+593 4-244-5212";"ACREDITADO";"INSPECCION";"NTE INEN-ISO/IEC 17020:2013";"NACIONAL";"2023-07-05"
"1";"5";"CONTROL UNION";"CONTROL UNION SERVICES S.A.C.";"SAE CP 07-001";"Peru";NULL;"Av. Petit Thouars No 4653 Piso 06, Miraflores";NULL;"123calidad.peru@controlunion.com";"+51 991 680 646";"ACREDITADO";"PRODUCTOS";"NTE INEN-ISO/IEC 17065";"INTERNACIONAL";"2007-09-28"
"1";"238";"CROMANOVA SCIENTIFIC S.A";"CROMASCIENTIFIC S.A";"SAE LEN 22-004";"Ecuador";"Guayaquil";"SAN PEDRO DE CHONGON MZ 67 SOLAR 2 SECTOR 1";NULL;"123diana_jousthine83@hotmail.com";"+593 99 232 1244";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2022-03-05"
"1";"308";"Crystal Chemical del Ecuador";"Dupocsa Protectores Químicos para el Campo S.A";"SAE LEN 16-012";"Ecuador";"Durán";"Km. 9 Vía Duran Tambo";NULL;"123laboratorio@crystalchemical.com.ec";"+593 4-371-3480";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2022-04-20"
"1";"57";"CSA GROUP TESTING-CERTIFICATION INC.";"CSA TESTING-CERTIFICATION ECUADOR S.A.";"SAE CP 20-001";"Canada";NULL;"Francisco Robles E4-136";NULL;"123alexander.yepez@csagroup.org";"+1 416-747-4133";"RETIRADO";"PRODUCTOS";"NTE INEN-ISO/IEC 17065";"INTERNACIONAL";"2020-04-12"
"1";"947";"CUYABENOPETRO";"CUYABENOPETRO S A";"SAE LEN 24-001";"Ecuador";"Quito";"AV. PAMPITE Y SIMON VALENZUELA Edificio YOO CUMBAYÁ OF 517";NULL;"123cynthia.espinoza@cuyabenopetro.com";"+593 2-393-3960";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2024-02-19"
"1";"164";"DANTON S.A.";"DANTON S.A.";"SAE OI 20-004";"Ecuador";"Quito";"Av. Amazonas N 36 LC 201 y Japón";NULL;"123secretaria@revision-vehicular.com";"+593 98 691 2243";"ACREDITADO";"INSPECCION";"NTE INEN-ISO/IEC 17020:2013";"NACIONAL";"2020-09-04"
"1";"625";"DE LA TORRE ASESORIA ALIMENTARIA AGDR CIA LTDA";"DE LA TORRE ASESORIA ALIMENTARIA AGDR CIA LTDA";"SAE OI 16-012";"Ecuador";"Quito";"FRANCISCO GRANIZO Y AV. MARISCAL SUCRE";NULL;"123gracedelatorrer3@gmail.com";"+593 99 710 3187";"ACREDITADO";"INSPECCION";"NTE INEN-ISO/IEC 17020:2013";"NACIONAL";"2022-07-27"
"1";"271";"DEGSO CIA. LTDA";"DEGSO CIA. LTDA";"SAE LC 21-001";"Ecuador";"Quito";"Mariano Pozo N73-77 y N73A";NULL;"123rodrigo.cahuenas@degso.com";"+593 2-280-4919";"ACREDITADO";"CALIBRACIÓN";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2022-04-22"
"1";"12";"DEMAPA CIA. LTDA.";"DEMAPA DESARROLLO Y MANEJO DE PROYECTOS AMBIENTALES CIA. LTDA.";"SAE LEN 13-001";"Ecuador";"Quito";"Panamericana norte Km  9 1/2. Urb. 27 de octubre, casa No. 79.";NULL;"123atencionaclientes@demapa.com";"+593 2-500-7733";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2013-03-27"
"1";"610";"DEPARTAMENTO DE CIENCIA DE ALIMENTOS Y BIOTECNOLOGÍA";"ESCUELA POLITÉCNICA NACIONAL";"SAE LEN 23-010";"Ecuador";"Quito";"Ladrón de Guevara E11-253 y Andalucía. Quito - Ecuador";NULL;"123mauricio.criollo@epn.edu.ec";"+593 2-297-6300";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2023-11-22"
"1";"371";"DEPARTAMENTO DE LABORATORIO Y CONTROL DE CALIDAD REFINERIA ESMERALDAS";"Empresa Pública de hidrocarburos del Ecuador EP PETROECUADOR - Departamento de Laboratorio y Control de Calidad de la Refinería Esmeraldas";"SAE LEN 13-002";"Ecuador";"Esmeraldas";"Km 7 1/2 Vía Atacames s/n";NULL;"123johanna.reyna@eppetroecuador.ec";"+593 6-299-4000";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2023-09-08"
"1";"291";"ECI PRUEBAS&INSPECCION CIA. LITDA.";"ECI PRUEBAS&INSPECCION CIA. LITDA.";"SAE OI 21-003";"Ecuador";"Quito";"PICHINCHA / QUITO / CONOCOTO / AV. ILALO 148 Y GIOVANI FARINA";NULL;"123juan.gangotena@eciecuador.com";"+593 98 400 4224";"ACREDITADO";"INSPECCION";"NTE INEN-ISO/IEC 17020:2013";"NACIONAL";"2023-05-11"
"1";"332";"Ecuachemlab";"Ecuachemlab Laboratorio Químico y Microbiológico del Ecuador";"SAE LEN 17-001";"Ecuador";"Quito";"Los Ruiseñores 585 y Río Curaray, Mirasierra - Valle de los Chillos";NULL;"123gerenciageneral@ecuachemlab.com.ec";"+593 99 944 1402";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2017-02-14"
"1";"187";"Ecuasupervisions S.A. Ecuasupersa";"Ecuasupervisions S.A. Ecuasupersa";"SAE OI 16-001";"Ecuador";"Santo Domingo";"Calle Georgetown S/N y Rio Yamboya Edificio Zamora Piso 3 Oficina 301";NULL;"123ecua.supervision2019@gmail.com";"+593 98 708 9296";"ACREDITADO";"INSPECCION";"NTE INEN-ISO/IEC 17020:2013";"NACIONAL";"2016-01-21"
"1";"753";"ECUSCIENCE";"LABORATORIO CIENTIFICO ECUADOR ECUSCIENCE S.A.";"SAE LEN 24-002";"Ecuador";"Guayaquil";"AV. JUAN TANCA MARENGO Intersección: 2DO PJ 32N Kilómetro: 4.5 Edificio: CENTRO COMERCIAL PLAZA SAI BABA Número de oficina: 7 Referencia: FRENTE AL MI COMISARIATO";NULL;"123presidencia@ecuscience.com";"+593 4-603-2555";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2024-02-19"
"1";"396";"EDESA S.A";"EDESA S.A.";NULL;"Ecuador";"Quito";"Av. Moran Valverde OE3-129 y Quitumbe Ñan";NULL;"123sandra.guerra@edesa.com.ec";"+593 2-395-2900";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2022-08-05"
"1";"661";"ELICROM CIA. LTDA.";"ELICROM CIA. LTDA.";"SAE LEN 10-010";"Ecuador";"Guayaquil";"CDLA GUAYAQUIL MZ 21, CALLE PROIMERA SOLAR 10";NULL;"123ssaenz@elicrom.com";"+593 4-228-2007";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2010-05-19"
"1";"660";"ELICROM CIA. LTDA.";"ELICROM CIA. LTDA.";"SAE LC 10-009";"Ecuador";"Guayaquil";"CDLA. GUAYAQUIL MZ 21, CALLE PRMRA SOLAR 10";NULL;"123yaguilar@elicrom.com";"+593 99 933 7519";"ACREDITADO";"CALIBRACIÓN";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2023-06-26"
"1";"330";"ELITE SURVEY GROUP";"ELITE SURVEY ELISURV S.A";"SAE OI 17-014";"Ecuador";"Guayaquil";"AV. ISIDRO AYORA Y AV. DR FRANCISCO RIZZO SAMANES 1 MZ 145 VILLA 20 PISO 2";NULL;"123mdiaz@elitesurveygroup.com";"+593 99 151 7651";"ACREDITADO";"INSPECCION";"NTE INEN-ISO/IEC 17020:2013";"NACIONAL";"2018-02-22"
"1";"125";"ELORDEÑO S.A.";"SOCIEDAD INDUSTRIAL GANADERA EL ORDEÑO S.A.";"SAE LEN 23-004";"Ecuador";"Quito";"Mariscal Sucre, Barrio: La Floresta, Calle: Isabel La Católica, Numeración: N24-
430, Trasversal: Luis Cordero. Edificio RFS Centro de Negocios 3er piso (atrás del Swissotel).";NULL;"123eclavijo@elordeno.com";"+593 2-382-8600";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2023-05-05"
"1";"98";"EMCO Cía. Ltda.";"EMCOMEDICAL ELECTRONICA MEDICA Y CONTROL CIA. LTDA";"SAE LC 22-003";"Ecuador";"Quito";"Joaquín Ayllón N29-28 y Bartolomé de Las Casas";NULL;"123calidad@emco.com.ec";"+593 2-321-2518";"ACREDITADO";"CALIBRACIÓN";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2024-01-23"
"1";"325";"EMPRESA DE TELECOMUNICACIONES, AGUA POTABLE, ALCANTARILLADO Y SANEAMIENTO DE CUENCA ETAPA EP";"EMPRESA PUBLICA MUNICIPAL DE TELECOMUNICACIONES, AGUA POTABLE, ALCANTARILLADO Y SANEAMIENTO DE CUENCA ETAPA EP";"SAE LEN 12-003";"Ecuador";"Cuenca";"Benigno Malo 7-78 y Sucre";NULL;"123aarevalo@etapa.net.ec";"+593 7-283-1900";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2022-02-18"
"1";"157";"EMPRESA PÚBLICA  DE BIENES Y SERVICIOS UCE PROYECTOS EP";"EMPRESA PÚBLICA  DE BIENES Y SERVICIOS UCE PROYECTOS EP";"SAE OI 14-001";"Ecuador";"Quito";"Ciudadela Universitaria Edificio Dirección General de Investigación y Post grado, 2do piso";NULL;"123bienes.serviciosep@uce.edu.ec";"+593 2-254-7266";"ACREDITADO";"INSPECCION";"NTE INEN-ISO/IEC 17020:2013";"NACIONAL";"2014-04-21"
"1";"324";"EMPRESA PUBLICA MUNICIPAL DE TELECOMUNICACIONES, AGUA POTABLE, ALCANTARILLADO Y SANEAMIENTO DE CUENCA ETAPA EP";"EMPRESA PUBLICA MUNICIPAL DE TELECOMUNICACIONES, AGUA POTABLE, ALCANTARILLADO Y SANEAMIENTO DE CUENCA ETAPA EP";"SAE LEN 12-003";"Ecuador";"Cuenca";"Benigno Malo 7-78 y Sucre";NULL;"123mcherrez@etapa.net.ec";"+593 7-283-1900";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2023-01-16"
"1";"36";"ENDE CIA. LTDA.";"ENSAYOS NO DESTRUCTIVOS DEL ECUADOR ENDE CIA. LTDA.";"SAE OI 17-001";"Ecuador";"Quito";"AV. AMAZONAS N26-179 Y ORELLANA EDIF. TORREALBA, PISO 11, OFICINA 1101";NULL;"123ende@ende.com.ec";"+593 99 252 5570";"ACREDITADO";"INSPECCION";"NTE INEN-ISO/IEC 17020:2013";"NACIONAL";"2022-07-22"
"1";"166";"ENGINEERING PETROLEUM";"ENGIPETROL S.A.";"SAE OI 16-004";"Ecuador";"Quito";"E10 República del Salvador N35-104. Avenida Portugal Edf: TWIN Torres Piso 8 Oficina 8A";NULL;"123engipetroluio@gmail.com";"+593 98 453 3335";"ACREDITADO";"INSPECCION";"NTE INEN-ISO/IEC 17020:2013";"NACIONAL";"2016-03-29"
"1";"7";"Environovalab Cia. Ltda.";"Laboratorio Ambiental y Consultoria Environovalab Cia. Ltda.";"SAE LEN 18-040";"Ecuador";"Quito";"Av. Diego de Vasquez N74-65 y Manuela Quiroga";NULL;"123environovalab@gmail.com";"+593 2-514-2747";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2018-12-19"
"1";"599";"EP AGUAS DE MANTA";"EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE, ALCANTARILLADO, MANEJO PLUVIAL Y DEPURACION DE RESIDUOS LIQUIDOS DEL CANTON MANTA";"SAE LEN 23-003";"Ecuador";"Montecristi";"VÍA MANTA MONTECRISTI (DIAGONAL A OROMAR TELEVISION)";NULL;"123veronicapenafiel@epam.gob.ec";"+593 5-262-0473";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2023-03-06"
"1";"245";"EP PETROECUADOR - LABORATORIO DE CONTROL DE CALIDAD EL BEATERIO";"EMPRESA PÚBLICA DE HIDROCARBUROS DEL ECUADOR EP PETROECUADOR";"SAE LEN 14-012";"Ecuador";"Quito";"Calle Islas Malvinas S/N y Pedro Vicente Maldonado";NULL;"123Viviana.Ordonez@eppetroecuador.ec";": 3940300";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2014-11-28"
"1";"420";"EP-EMAPA-A";"EMPRESA PUBLICA EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE AMBATO";"SAE LEN 14-001";"Ecuador";"Ambato";"Av. Antonio Clavijo e Isaias Sanchez";NULL;"123gholguin@emapa.gob.ec";"+593 3-299-7700";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2014-10-02"
"1";"905";"EQA";"EQA CERTIFICACIÓN MÉXICO, S.A. DE C.V.";"SAE CSC 23-002";"Mexico";"Ciudad de México";"Cienfuegos 699 Int. 1 B Lindavista Norte Gustavo A. Madero 07300";NULL;"123jorge.hernandez@eqamexico.com";"+52 55 1055 1638";"ACREDITADO";"SISTEMAS DE GESTIÓN DE CALIDAD";"ISO/IEC 17021-1, ISO/IEC 17021-3 ";"INTERNACIONAL";"2023-06-26"
"1";"72";"ESTACION EXPERIMENTAL LITORAL SUR";"ESTACION EXPERIMENTAL LITORAL SUR";"SAE LC 23-002";"Ecuador";"Yaguachi";"Cantón San Jacinto de Yaguachi  Parroquia Virgen de Fátima km. 26 Vía Durán Tambo";NULL;"123labsuelos.eels@iniap.gob.ec";"+593 4-271-7260";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2011-09-28"
"1";"189";"ESTANDARES NORMATIVAS & INSPECCION ENII SA";"ESTANDARES NORMATIVAS & INSPECCION ENII SA";"SAE OI 20-003";"Ecuador";"Quito";"LA NIÑA E9-64 Y AV. 06 DE DICIEMBRE";NULL;"123info@eniisa.com";"+593 2-223-6791";"ACREDITADO";"INSPECCION";"NTE INEN-ISO/IEC 17020:2013";"NACIONAL";"2020-05-27"
"1";"37";"EUROINSTRUMENTS CIA. LTDA.";"COMPAÑIA DE AUTOMATIZACIONINDUSTRIAL EUROINSTRUMENTSINGENIERIA CIA. LTDA.";"SAE LC 19-001";"Ecuador";"Quito";"Av. Eugenio Espejo N24-10 y Rincón del Valle, CC Plaza del Rancho, Bloque 1, Oficina 105";NULL;"123christian.lopez@euroinstruments.com.ec";"+593 2-395-7506";"ACREDITADO";"CALIBRACIÓN";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2022-04-22"
"1";"180";"FELVENZA S.A.";"FELVENZA S.A.";"SAE OI 12-003";"Ecuador";"Guayaquil";"Kennedy Norte, Edif. World Trade Center, Torre B Piso 12 Oficina 1205 y 1206";NULL;"123seguros@felvenza.com";"2630480";"ACREDITADO";"INSPECCION";"NTE INEN-ISO/IEC 17020:2013";"NACIONAL";"2022-07-27"
"1";"176";"FOOD KNOWLEDGE";"FOOD KNOWLEDGE FK CIA. LTDA.";"SAE OI 08-001";"Ecuador";"Quito";"Av. Isla Genovesa N41-85 e Is la Floreana";NULL;"123alejandrac@foodknowledge.info";"+593 2-511-5189";"ACREDITADO";"INSPECCION";"NTE INEN-ISO/IEC 17020:2013";"NACIONAL";"2022-07-21"
"1";"285";"FOOD KNOWLEDGE CIA. LTDA.";"FOOD KNOWLEDGE FK CIA. LTDA.";"SAE CSIA 23-001";"Ecuador";"Quito";"Isla Genovesa N41-85 e Isla Floreana";NULL;"123mfreire@foodknowledge.info";"+593 98 817 1637";"ACREDITADO";"SISTEMAS DE INOCUIDAD ALIMENTARIA";"ISO/IEC 17021-1, ISO/TS 22003.";"NACIONAL";"2023-08-04"
"1";"613";"FUALTECSA";"FUALTEC ALTA TECNOLOGIA E INSPECCION S. A.";"SAE OI 23-003";"Ecuador";"Francisco de Orellana";"Via Lago Agrio Km 7 5";NULL;"123fualtec_altatecnologia@hotmail.es";"+593 99 434 2217";"ACREDITADO";"INSPECCION";"NTE INEN-ISO/IEC 17020:2013";"NACIONAL";"2023-07-24"
"1";"1129";"FUJISAN";"LABORATORIO FUJISANSURVEY S.A.";"SAE LEN 24-004";"Ecuador";"Quito";"AV. COLON E4-387 Y AV. AMAZONAS";NULL;"123mercy.ar@hotmail.com";"+593 99 202 4092";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2024-03-25"
"1";"133";"FUNDIRECICLAR S.A.";"FUNDIRECICLAR S.A.";"SAE LEN 21-006";"Ecuador";"Quito";"25 de Noviembre #N4-363 y Calle 1";NULL;"123calidad@ecuainox.com";"+593 2-282-7000";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2021-08-02"
"1";"235";"FV";"F.V.-Área Andina S.A.";"SAE LEN 18-038";"Ecuador";"Rumiñahui";"Km 25 Vía Sangolquí Amaguaña";NULL;"123sgavilanes@fvecuador.com";"2332233";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2023-01-19"
"1";"107";"GAFCA";"GAFCA INGENIERÍA INSPECCION Y AMBIENTE S.A";"SAE OI 22-009";"Ecuador";"Quito";"Catalina Aldaz E-12 y Portugal. Edificio La Recoleta. Torre 3. Oficina 56.";NULL;"123gchauvin@gafca.ec";"+593 98 795 3531";"ACREDITADO";"INSPECCION";"NTE INEN-ISO/IEC 17020:2013";"NACIONAL";"2022-11-24"
"1";"239";"Gestion, Medio Ambiente y Seguridad VGM&S Cia Ltda";"Gestion, Medio Ambiente y Seguridad VGM&S Cia Ltda";"SAE LEN 07-002";"Ecuador";"Quito";"Pomasqui calle Sucre E2-54 y Garcia Moreno";NULL;"123manilovg@yahoo.com";"+593 98 333 0538";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2023-04-19"
"1";"154";"GLOBAL INSPECTION TECHNOLOGY S.A.";"GLOBAL INSPECTION TECHNOLOGY S.A.";"SAE OI 16-013";"Ecuador";"Francisco de Orellana";"Avenida Alejandro Labaka Km. 7 1/2 Vía a Lago Agrio";NULL;"123calidad@git-sa.com";"+593 6-237-8028";"ACREDITADO";"INSPECCION";"NTE INEN-ISO/IEC 17020:2013";"NACIONAL";"2016-11-21"
"1";"214";"Gruentec Cía. Ltda.";"GRUENTEC CÍA. LTDA.";"SAE LEN 05-008";"Ecuador";"Quito";"Eloy Alfaro S7-157 y Belisario Quevedo, San Juan de Cumbayá";NULL;"123calidad@gruentec.com";"+593 2-601-4371";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2022-04-22"
"1";"220";"GRUQUIMAR (GQM)";"Grupo Químico Marcos C. Ltda. Gruquimar";"SAE LEN 05-001";"Ecuador";"Guayaquil";"Número: S/N Carretera: VIA A DAULE Kilómetro: ONCE Y MEDIO Edificio: PARQUE CALIFORNIA DOS Bloque: D Número de oficina: LOCAL D-41 Referencia: FRENTE A LA ESTACION DE LA METROVIA";NULL;"123fxmarcos@grupoquimicomarcos.com";"+593 4-210-3390";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2022-04-22"
"1";"408";"GSTINGENIERÍA S.A.";"GSTINGENIERÍA S.A.";NULL;"Ecuador";"Quito";"Av. 12 de Octubre N26-97 y Abraham Lincoln Edificio Torre 1492";NULL;"123fonsecap@gst.ec";"+593 2-394-4560";"ACREDITADO";"CALIBRACIÓN";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2022-09-05"
"1";"74";"HAVOC CIA. LTDA.";"HAVOC LABORATORIO DE SERVICIOS ANALITICOS CIA. LTDA";"SAE LEN 05-007";"Ecuador";"Quito";"N5H CHIMBORAZO OE11-31 Y TUNGURAHUA";NULL;"123rcalidad@havoc-lab.com";"+593 2-202-4131";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2023-05-01"
"1";"615";"HSESERVICES";"HSESERVICES SEGURIDAD, SALUD Y AMBIENTE CÍA. LTDA.";"SAE LEN 18-022";"Ecuador";"Quito";"Hugo Moncayo E11-46 y Gregorio Munga";NULL;"123msuza@hseservices.ec";"+593 2-516-8444";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2023-07-18"
"1";"473";"ICEA ECUADOR";"ICEA ECUADOR";"SAE CP 11-002";"Ecuador";"Quito";"Prol. Av. Granda Centeno Urb. El Alcázar Pasaje 2 No. OE7-02";NULL;"123jbrito@fecd.org.ec";"+593 99 931 5377";"ACREDITADO";"PRODUCTOS";"NTE INEN-ISO/IEC 17065";"NACIONAL";"2011-11-30"
