"idOrganizacion";"IdOrganismoInspeccion";"OinCampoSector";"OinSubcampoSubsector";"OinTipoProductoServicioCategoria";"OinActividad";"OinRango";"OinDocumentoNormativo";"OinTipoOrganismo";"OinVigenteApartirDe"
"185";"7";"Industrial/Inspección de seguridad de grúas móviles y locomotoras";"--";"--";"Grúas móviles y grúas locomotoras";"--";"<p>ASME B30.5 : 2018&nbsp;Mobile and Locomotive Cranes</p>";"A";"--"
"185";"7";"Industrial/Inspección de puentes grúa";"--";"--";"Puentes grúa";"--";"<p>ASME B30.2 Overhead and Gantry cranes (top running bridge, single or multiple girder, top running trolley hoist)</p><p>ASME B30.17 Cranes and Monorails (With Underhung Trolley or Bridge)</p><p>ASME B30.4 Grúas pedestal y portal (*)</p>";"A";"--"
"185";"7";"Industrial/Inspección de tractores de pluma lateral";"--";"--";"Tractores de pluma lateral";"--";"<p>ASME B30.14 : 2015 Side Boom Tractors </p>";"A";"--"
"185";"7";"Industrial/Inspección de accesorios de izaje (Visual/ Dimensional)";"--";"--";"Accesorios de Izaje";"--";"<p>ASME B 30.7 Base Mounted Drump Hoist</p><p>ASME B30.10 Hooks.</p><p>ASME B30.1 Gatos Hidráulicos.</p><p>ASME B 30.9 Eslingas.</p><p>ASME B30.16 Overhead Hoist.</p><p>ASME B30.20 Below hooks.</p><p>ASME B30.21 Manually lever operated hoist.&nbsp;</p><p>ASME B30.26 Rigging hardware.</p><p>(*)</p>";"A";"--"
"185";"7";"Hidrocarburos/Inspección de equipos elevadores de personal";"--";"--";"Dispositivos Aéreos De Elevación Y Rotación Montados En Vehículos,Plataformas elevadoras de trabajo con soporte en pluma (manlift),Plataformas de Trabajo Elevadoras Autopropulsadas,Plataformas Aéreas Elevadoras Propulsadas Manualmente (manlift)";"--";"<p>ANSI/SAIA A92.2:2021 Vehicle – Mounted Elevating and Rotating Aerial Devices.</p><p>ANSI/SAIA A92.3:2006 Manually Propelled Elevating Aerial Platforms.</p><p>ANSI/SAIA A92.5:2006 (R2014) Boom – supported elevating work platforms.</p><p>ANSI/SAIA A92.6:2006 (R2014) Self – propelled elevating work platforms.</p>";"A";"--"
"185";"7";"Hidrocarburos/Inspección de sistemas de elevación de personal (Canastas)";"--";"--";"Sistemas de elevación de personal (Canastas)";"--";"<p>ASME B 30.23:2022 Personnel Lifting Systems</p>";"A";"--"
"185";"7";"Industrial/Inspección de arnés y líneas de vida";"--";"--";"Arnés y líneas de vida";"--";"<p>ANSI Z359.11:2021 Safety Requirements for Full Body Harnesses.</p><p>ANSI Z359.13:2013 Personal Energy Absorbers and Energy Absorbing Lanyards</p>";"A";"--"
"185";"7";"Industrial/Inspección de torres grúa";"--";"--";"Torres grúa";"--";"<p>ASME B30.3:2019 (R2016) Tower Cranes.</p>";"A";"--"
"185";"7";"Industrial/Inspección de grúas de boom articulado ";"--";"--";"Grúas de boom articulado ";"--";"<p>ASME B30.22: 2016&nbsp;Articulating Boom Cranes</p>";"A";"--"
"185";"7";"Industrial/Inspección de Montacargas";"--";"--";"Montacargas y Cargadoras Frontales,Telehandlers";"--";"<p>ANSI B56.6: 2021 Safety Standard for rough terrain forklift trucks.</p><p>ANSI B56.1: 2020. Safety Standard for low lift and high lift trucks.</p>";"A";"--"
"58";"7";"Hidrocarburos/Inspección de pruebas de presión en tuberías (hidrostáticas, neumáticas, hidroneumáticas)";"--";"--";"Tuberías de proceso,Tubería de GLP para instalaciones centralizadas,Tuberías de sistemas contra incendios,Tuberías de transporte y distribución de gas,Tuberías de transporte de hidrocarburos líquidos";"--";"<p class=""ql-align-justify""><span style=""color: rgb(0, 0, 0);"">ASME B31.3 Process Piping</span></p><p><span style=""color: rgb(0, 0, 0);"">ASME B31.4 Pipeline transportation systems for liquid hydrocarbons and other liquids.</span></p><p><span style=""color: rgb(0, 0, 0);"">ASME B31.8 Gas transmission and distribution piping systems.</span></p><p><span style=""color: rgb(0, 0, 0);"">NTE INEN 2260 Instalaciones de gases combustibles para uso residencial, comercial, e industrial. Requisitos</span></p><p><br></p><p>(*)</p>";"A";"--"
"58";"7";"Hidrocarburos/Inspección de pruebas de presión en recipientes a presión (hidrostáticas, neumáticas, hidroneumáticas)";"--";"--";"Recipientes a presión";"--";"<p>API 510 Pressure Vessel Inspection Code: In service Inspection, Rating Repair and Alteration</p><p>ASME SECCION VIII Boiler and Pressure Vessel Code División 1.</p><p>ASME SECCION VIII Boiler and Pressure Vessel Code División 2.</p><p><br></p><p>(*)</p>";"A";"--"
"58";"7";"Hidrocarburos/Inspección de pruebas de presión en tanques atmosféricos horizontales";"--";"--";"Tanques atmosféricos horizontales";"--";"<p><span style=""color: rgb(0, 0, 0);"">API 1615 Installation of Underground Petroleum Storage Systems (nuevos) UL 142 Standard for Safety Steel Aboveground Tanks for Flammable and Combustible Liquids (nuevos)</span></p><p>&nbsp;<span style=""color: rgb(0, 0, 0);"">UL 58 Steel Underground Tanks for Flammable and Combustible Liquids (nuevos)</span></p><p><span style=""color: rgb(0, 0, 0);"">NFPA 30 Flammable and Combustible Liquids Code (nuevos)</span></p><p>&nbsp;<span style=""color: rgb(0, 0, 0);"">API 575 Guidelines and Methods for Inspection of Existing Atmospheric and Low-pressure Storage Tanks. (en servicio)</span></p><p><br></p><p>(*)</p>";"A";"--"
"58";"7";"Hidrocarburos/Inspección de puentes grúa";"--";"--";"Puentes grúa";"--";"<p><span style=""color: black;"">ASME B30.2 Overhead and Gantry Cranes (Top Running Bridge, Single or Multiple Girder, Top Running Trolley Hoist) </span></p><p><span style=""color: black;"">ASME B30.17 Cranes and monorails (With Underhung Trolley or Bridge)</span></p><p><br></p><p>(*)&nbsp;</p>";"A";"--"
"58";"7";"Hidrocarburos/Inspección mediante pruebas para la detección de fuga en tanques atmosféricos verticales y horizontales (neumática, vacío, diésel)";"--";"--";"Tanques atmosféricos verticales y horizontales 1. Cuerpo techo 2. Refuerzos 3. Piso";"--";"<p class=""ql-align-justify""><span style=""color: rgb(0, 0, 0);"">API 653 Tank Inspection, Repair, Alteration and Reconstruction</span></p><p class=""ql-align-justify"">&nbsp;<span style=""color: rgb(0, 0, 0);"">API 650 Welded Tanks for Oil Storage</span></p><p class=""ql-align-justify""><br></p><p>(*)&nbsp;</p>";"A";"--"
"58";"7";"Hidrocarburos/Inspección de cilindros de acero soldados para GLP";"--";"--";"Cilindros de acero soldados para GLP";"--";"<p>NTE INEN 111&nbsp;Cilindros de acero soldados para gas licuado de petróleo ""GLP"". Requisitos e inspección</p><p>&nbsp;NTE / INEN 327, Revisión de Cilindros de acero para gas licuado de petróleo.</p><p><br></p><p>(*)</p>";"A";"--"
"58";"7";"Hidrocarburos/Inspección de pruebas hidrostáticas en tanques atmosféricos verticales";"--";"--";"Tanques atmosféricos verticales";"--";"<p>653 Tank Inspection, Repair, Alteration and Reconstruction (en servicio).</p><p>APl 650 Welded Steel Tanks for Oil Storage. (nuevos)</p><p><br></p><p>(*)</p>";"A";"--"
"58";"7";"Hidrocarburos/Inspección de ensayos no destructivo por ultrasonido convencional y arreglo de fases ";"--";"--";"Estructuras metálicas,Tuberías,Recipientes,Elementos,Accesorios";"--";"<p class=""ql-align-justify""><span style=""color: rgb(0, 0, 0);"">ASTM E164 Standard Practice for Ultrasonic Contact Examination of Weldmend</span></p><p class=""ql-align-justify""><span style=""color: rgb(0, 0, 0);"">ASTM V ART 4, Ultrasonic Examination </span></p><p class=""ql-align-justify""><span style=""color: rgb(0, 0, 0);"">ASTM E 2700&nbsp;Standard Practice for Contact Ultrasonic Testing of Welds Using Phased Arrays</span></p><p class=""ql-align-justify""><span style=""color: rgb(0, 0, 0);""></span></p><p>(*)</p>";"A";"--"
"58";"7";"Hidrocarburos/Inspección de ensayos no destructivos por partículas magnéticas";"--";"--";"Estructuras metálicas,Tuberías,Recipientes,Elementos,Accesorios";"--";"<p class=""ql-align-justify""><span style=""color: rgb(0, 0, 0);"">ASME V ART 7, Magnetic Particle Examination</span></p><p><span style=""color: rgb(0, 0, 0);"">ASTM E 709 Standard Guide for Magnetic Particle Testing</span></p><p><span style=""color: rgb(0, 0, 0);"">&nbsp;</span></p><p>(*)</p>";"A";"--"
"58";"7";"Hidrocarburos/Inspección Visual Dimensional";"--";"--";"Estructuras metálicas,Tuberías,Recipientes,Herramientas,Elementos,Accesorios";"--";"<p><span style=""color: rgb(0, 0, 0);"">ASME V Article 9 Visual Examination</span></p><p><span style=""color: rgb(0, 0, 0);""></span></p><p>(*)</p>";"A";"--"
"58";"7";"Hidrocarburos/Inspección mediante pruebas para la detección de fuga en recipientes a presión (neumática, vacío)";"--";"--";"Recipientes a presión";"--";"<p><span style=""color: rgb(0, 0, 0);"">ASME SECCION VIII Boiler and Pressure Vessel Code División 1.</span></p><p><span style=""color: rgb(0, 0, 0);"">ASME SECCION VIII Boiler and Pressure Vessel Code División 2.</span></p><p><span style=""color: rgb(0, 0, 0);"">API 510 Pressure Vessel Inspection Code: In service Inspection, Rating Repair and Alteration</span></p><p><br></p><p>(*)</p>";"A";"--"
"58";"7";"Hidrocarburos/Inspección de montacargas, cargadoras frontales con horquillas y telehandlers";"--";"--";"Montacargas,Cargadoras frontales con horquillas ,Telehandlers";"--";"<p>ANSI/ITSDF B 56.1 Safety Standard for low lift and high lift trucks</p><p>ANSI/ITSDF B 56.6 Safety standard for rough terrain forklift trucks.</p><p><br></p><p>(*)&nbsp;</p>";"A";"--"
"58";"7";"Hidrocarburos/Inspección de equipos elevadores de personal";"--";"--";"Plataformas elevadoras de trabajo con soporte en pluma (manlift),Plataformas de Trabajo Elevadoras Autopropulsadas";"--";"<p>ANSI/SAIA A92.5 Boom – supported elevating work platforms.</p><p>ANSI/SAIA A92.6 Self – propelled elevating work platforms.</p><p><br></p><p>(*)&nbsp;</p>";"A";"--"
"58";"7";"Hidrocarburos/Inspección de accesorios de izaje mediante pruebas de carga o tensión.";"--";"--";"Accesorios de Izaje";"--";"<p><span style=""color: rgb(0, 0, 0);"">ASME B 30.9 Slings</span>&nbsp;</p><p><span style=""color: rgb(0, 0, 0);"">ASME B 30.10 Hooks</span>&nbsp;</p><p><span style=""color: rgb(0, 0, 0);"">ASME B30.26 Rigging Hardware</span></p><p><br></p><p>(*)</p>";"A";"--"
"58";"7";"Hidrocarburos/Inspección con el propósito de verificar la seguridad de instalaciones de hidrocarburos ";"--";"--";"Estaciones de servicio,Plantas de almacenamiento y envasado de GLP / GLN,Talleres de fabricación y reparación de tanques de almacenamiento de hidrocarburos y cilindros GLP.,Recipientes estacionarios y móviles de almacenamiento de hidrocarburos y productos industriales en general,Instalaciones y Facilidades de Almacenamiento y Operación de Hidrocarburos y Productos Industriales en General,Sistemas contra-incendios en instalaciones industriales y de hidrocarburos,Instalaciones industriales de almacenamiento y distribución de líquidos inflamables y combustibles";"--";"<p><span style=""color: rgb(0, 0, 0);"">NFPA30 FLAMMABLE AND COMBUSTIBLE LIQUIDS CODE </span></p><p>&nbsp;</p><p><span style=""color: rgb(0, 0, 0);"">INEN 1536, Prevención de incendios. Requisitos de seguridad en plantas de almacenamiento y envasados de gas licuado de petróleo (GLP) </span></p><p>&nbsp;</p><p><span style=""color: rgb(0, 0, 0);"">API 2510, Diseño y Construcción de Instalaciones de GLP.</span></p><p>&nbsp;</p><p><span style=""color: rgb(0, 0, 0);"">NTE INEN-EN 60210 PLANTAS SATELITES DE GAS NATURAL LICUADO.</span></p><p>Nota: Las normas o especificaciones técnicas detalladas en este documento corresponden a sus versiones vigentes.</p><p>&nbsp;</p><p><span style=""color: rgb(0, 0, 0);"">NTE / INEN-EN 13645 INSTALACIONES Y EQUIPAMIENTO PARA GAS NATURAL LICUADO. DISEÑADO DE INSTALACIONES TERRESTRES CON CAPACIDAD DE ALMACENAMIENTO ENTRE 5 ton y 200 ton.</span></p><p>&nbsp;</p><p><span style=""color: rgb(0, 0, 0);"">Reglamento de Prevención, Mitigación y Protección Contra Incendios Acuerdo Ministerial 1257 (actualizado).</span></p><p>&nbsp;</p><p><span style=""color: rgb(0, 0, 0);"">Norma Técnica Ecuatoriana NTE INEN 2316 (actualizada), Vehículos automotores. Funcionamiento de Vehículos con GLP. </span></p><p>&nbsp;</p><p><span style=""color: rgb(0, 0, 0);"">Norma Técnica Ecuatoriana NTE INEN 2260 (actualizada), Instalaciones de Gases combustibles para uso residencial, comercial e industrial.</span></p><p>&nbsp;</p><p><span style=""color: rgb(0, 0, 0);"">Norma Técnica Ecuatoriana NTE INEN 2494 (actualizada), Gasoductos. Sistemas de Distribución de Gases Combustibles por Medio de Ductos. Requisitos</span></p><p><br></p><p>(*)</p>";"A";"--"
"58";"7";"Industrial/Inspección volumétrica geométrica tanques horizontales";"--";"--";"Tanques horizontales";"--";"<p>American Petroleum Institute (API) - Manual de Estándares de Medición de Petróleo (MPMS) Standard 2551 - ASTM D1410 referentes a la calibración de tanques horizontales cilíndricos.</p><p>Capítulo 2.2.E Calibration of Horizontal Cylindrical Tanks - Part 1 - Manual Method.</p><p>Capítulo 2.2. F. Calibration of Horizontal Cylindrical Tanks Part 2: Internal Electro-optical Distance-ranging Method.</p><p>Norma ISO 12917-1, Petroleum and liquid petroleum Products—Calibration of horizontal cylindrical tanks, Manual Method</p><p>Norma ISO 12917-2, Petroleum and liquid petroleum Products—Calibration of horizontal cylindrical tanks, Internal Electro-optical Distance-ranging Method</p><p><br></p><p>(*)</p>";"A";"--"
"58";"7";"Industrial/Inspección volumétrica geométrica manual tanques cilíndricos verticales por el Método Manual";"--";"--";"Tanques cilíndricos verticales";"--";"<p><span style=""color: rgb(0, 0, 0);"">American Petroleum Institute (API) - Manual de Estándares de Medición de Petróleo (MPMS) Capítulo 2.2. A Measurement and Calibration of Upright Cylindrical Tanks by the manual tank Strapping Method.</span></p><p><br></p><p>(*)</p>";"A";"--"
"58";"7";"Industrial/Inspección volumétrica geométrica de tanques cilíndricos verticales por el método de línea de referencia óptica";"--";"--";"Tanques cilíndricos verticales";"--";"<p>American Petroleum Institute (API) - Manual de Estándares de Medición de Petróleo (MPMS)</p><p>Capítulo 2.2. B Calibration of Upright Cylindrical Tanks Using the Optical Reference Line Method.</p><p>American Petroleum Institute (API) - Manual de Estándares de Medición de Petróleo (MPMS)</p><p>Capítulo 2.2. G. Calibration of Upright Cylindrical Tanks Using the Total Station Reference Line Method.</p><p><br></p><p>(*)</p>";"A";"--"
"58";"7";"Industrial/Inspección de pruebas de presión en tuberías (hidrostáticas, neumáticas, hidroneumáticas)";"--";"--";"Tubería de proceso,Tuberías de transporte de hidrocarburos líquidos,Tuberías de transporte y distribución de gas,Tubería de GLP para instalaciones centralizadas,Tuberías de sistemas contra incendios";"--";"<p class=""ql-align-justify""><span style=""color: rgb(0, 0, 0);"">ASME B31.3 Process Piping</span></p><p><span style=""color: rgb(0, 0, 0);"">ASME B31.4 Pipeline transportation systems for liquid hydrocarbons and other liquids.</span></p><p><span style=""color: rgb(0, 0, 0);"">ASME B31.8 Gas transmission and distribution piping systems.</span></p><p><span style=""color: rgb(0, 0, 0);"">NTE INEN 2260 Instalaciones de gases combustibles para uso residencial, comercial, e industrial. Requisitos</span></p><p><br></p><p>(*)</p>";"A";"--"
"58";"7";"Industrial/Inspección de pruebas de presión en recipientes a presión (hidrostáticas, neumáticas, hidroneumáticas)";"--";"--";"Recipientes a presión";"--";"<p>API 510 Pressure Vessel Inspection Code: In service Inspection, Rating Repair and Alteration</p><p>ASME SECCION VIII Boiler and Pressure Vessel Code División 1.</p><p>ASME SECCION VIII Boiler and Pressure Vessel Code División 2.</p><p><br></p><p>(*)</p>";"A";"--"
"58";"7";"Industrial/Inspección de pruebas de presión en tanques atmosféricos horizontales";"--";"--";"Tanques atmosféricos horizontales";"--";"<p><span style=""color: rgb(0, 0, 0);"">API 1615 Installation of Underground Petroleum Storage Systems (nuevos) UL 142 Standard for Safety Steel Aboveground Tanks for Flammable and Combustible Liquids (nuevos)</span></p><p>&nbsp;<span style=""color: rgb(0, 0, 0);"">UL 58 Steel Underground Tanks for Flammable and Combustible Liquids (nuevos)</span></p><p><span style=""color: rgb(0, 0, 0);"">NFPA 30 Flammable and Combustible Liquids Code (nuevos)</span></p><p>&nbsp;<span style=""color: rgb(0, 0, 0);"">API 575 Guidelines and Methods for Inspection of Existing Atmospheric and Low-pressure Storage Tanks. (en servicio)</span></p><p><br></p><p>(*)</p>";"A";"--"
"58";"7";"Industrial/Inspección de puentes grúa";"--";"--";"Puentes grúa";"--";"<p><span style=""color: black;"">ASME B30.2 Overhead and Gantry Cranes (Top Running Bridge, Single or Multiple Girder, Top Running Trolley Hoist) </span></p><p><span style=""color: black;"">ASME B30.17 Cranes and monorails (With Underhung Trolley or Bridge)</span></p><p><br></p><p>(*) </p>";"A";"--"
"58";"7";"Industrial/Inspección de montacargas, cargadoras frontales con horquillas y telehandlers";"--";"--";"Montacargas,Cargadoras frontales con horquillas ,Telehandlers";"--";"<p>ANSI/ITSDF B 56.1 Safety Standard for low lift and high lift trucks</p><p>ANSI/ITSDF B 56.6 Safety standard for rough terrain forklift trucks.</p><p><br></p><p>(*)</p>";"A";"--"
"58";"7";"Industrial/Inspección mediante pruebas para la detección de fuga en tanques atmosféricos verticales y horizontales (neumática, vacío, diésel)";"--";"--";"Tanques atmosféricos verticales y horizontales 1. Cuerpo techo 2. Refuerzos 3. Piso";"--";"<p class=""ql-align-justify""><span style=""color: rgb(0, 0, 0);"">API 653 Tank Inspection, Repair, Alteration and Reconstruction</span></p><p class=""ql-align-justify"">&nbsp;<span style=""color: rgb(0, 0, 0);"">API 650 Welded Tanks for Oil Storage</span></p><p class=""ql-align-justify""><br></p><p>(*)</p>";"A";"--"
"58";"7";"Industrial/Inspección de pruebas hidrostáticas en tanques atmosféricos verticales";"--";"--";"Tanques atmosféricos verticales";"--";"<p>653 Tank Inspection, Repair, Alteration and Reconstruction (en servicio).</p><p>APl 650 Welded Steel Tanks for Oil Storage. (nuevos)</p><p><br></p><p>(*)</p>";"A";"--"
"58";"7";"Industrial/Inspección de ensayos no destructivo por ultrasonido convencional y arreglo de fases ";"--";"--";"Estructuras metálicas,Tuberías,Recipientes,Elementos";"--";"<p class=""ql-align-justify""><span style=""color: rgb(0, 0, 0);"">ASTM E164 Standard Practice for Ultrasonic Contact Examination of Weldmend</span></p><p class=""ql-align-justify""><span style=""color: rgb(0, 0, 0);"">ASTM V ART 4, Ultrasonic Examination </span></p><p class=""ql-align-justify""><span style=""color: rgb(0, 0, 0);"">ASTM E 2700&nbsp;Standard Practice for Contact Ultrasonic Testing of Welds Using Phased Arrays</span></p><p class=""ql-align-justify""><span style=""color: rgb(0, 0, 0);""></span></p><p>(*)</p>";"A";"--"
"58";"7";"Industrial/Inspección de ensayos no destructivos por partículas magnéticas";"--";"--";"Estructuras metálicas,Tuberías,Recipientes,Elementos";"--";"<p>ASME V ART 7, Magnetic Particle Examination </p><p>ASTM E 709 Standard Guide for Magnetic Particle Testing&nbsp;</p><p><br></p><p>(*)</p>";"A";"--"
"58";"7";"Industrial/Inspección Visual Dimensional";"--";"--";"Estructuras metálicas,Tuberías,Recipientes,Herramientas,Elementos";"--";"<p>ASME V Article 9 Visual Examination</p><p><br></p><p>(*)</p>";"A";"--"
"58";"7";"Industrial/Inspección de accesorios de izaje mediante pruebas de carga o tensión.";"--";"--";"Accesorios de Izaje";"--";"<p><span style=""color: black;"">ASME B 30.10 Hooks </span></p><p><span style=""color: black;"">ASME B 30.9 Slings </span></p><p><span style=""color: black;"">ASME B 30.26 Rigging Hardware</span>&nbsp;</p><p><br></p><p>(*)</p>";"A";"--"
"58";"7";"Industrial/Inspección con el propósito de verificar la seguridad de instalaciones de hidrocarburos ";"--";"--";"Estaciones de servicio,Plantas de almacenamiento y envasado de GLP / GLN,Talleres de fabricación y reparación de tanques de almacenamiento de hidrocarburos y cilindros GLP.,Recipientes estacionarios y móviles de almacenamiento de hidrocarburos y productos industriales en general,Instalaciones y Facilidades de Almacenamiento y Operación de Hidrocarburos y Productos Industriales en General,Sistemas contra-incendios en instalaciones industriales y de hidrocarburos,Instalaciones industriales de almacenamiento y distribución de líquidos inflamables y combustibles";"--";"<p><span style=""color: rgb(0, 0, 0);"">NFPA30 FLAMMABLE AND COMBUSTIBLE LIQUIDS CODE </span></p><p>&nbsp;</p><p><span style=""color: rgb(0, 0, 0);"">INEN 1536, Prevención de incendios. Requisitos de seguridad en plantas de almacenamiento y envasados de gas licuado de petróleo (GLP) </span></p><p>&nbsp;</p><p><span style=""color: rgb(0, 0, 0);"">API 2510, Diseño y Construcción de Instalaciones de GLP.</span></p><p>&nbsp;</p><p><span style=""color: rgb(0, 0, 0);"">NTE INEN-EN 60210 PLANTAS SATELITES DE GAS NATURAL LICUADO.</span></p><p>Nota: Las normas o especificaciones técnicas detalladas en este documento corresponden a sus versiones vigentes.</p><p>&nbsp;</p><p><span style=""color: rgb(0, 0, 0);"">NTE / INEN-EN 13645 INSTALACIONES Y EQUIPAMIENTO PARA GAS NATURAL LICUADO. DISEÑADO DE INSTALACIONES TERRESTRES CON CAPACIDAD DE ALMACENAMIENTO ENTRE 5 ton y 200 ton.</span></p><p>&nbsp;</p><p><span style=""color: rgb(0, 0, 0);"">Reglamento de Prevención, Mitigación y Protección Contra Incendios Acuerdo Ministerial 1257 (actualizado).</span></p><p>&nbsp;</p><p><span style=""color: rgb(0, 0, 0);"">Norma Técnica Ecuatoriana NTE INEN 2316 (actualizada), Vehículos automotores. Funcionamiento de Vehículos con GLP. </span></p><p>&nbsp;</p><p><span style=""color: rgb(0, 0, 0);"">Norma Técnica Ecuatoriana NTE INEN 2260 (actualizada), Instalaciones de Gases combustibles para uso residencial, comercial e industrial.</span></p><p>&nbsp;</p><p><span style=""color: rgb(0, 0, 0);"">Norma Técnica Ecuatoriana NTE INEN 2494 (actualizada), Gasoductos. Sistemas de Distribución de Gases Combustibles por Medio de Ductos. Requisitos</span></p><p><span style=""color: rgb(0, 0, 0);"">&nbsp;</span>(*)</p>";"A";"--"
"58";"7";"Industrial/Inspección mediante pruebas para la detección de fuga en recipientes a presión (neumática, vacío)";"--";"--";"Recipientes a presión";"--";"<p><span style=""color: rgb(0, 0, 0);"">ASME SECCION VIII Boiler and Pressure Vessel Code División 1.</span></p><p><span style=""color: rgb(0, 0, 0);"">ASME SECCION VIII Boiler and Pressure Vessel Code División 2.</span></p><p><span style=""color: rgb(0, 0, 0);"">API 510 Pressure Vessel Inspection Code: In service Inspection, Rating Repair and Alteration</span></p><p><span style=""color: rgb(0, 0, 0);""></span></p><p>(*)</p>";"A";"--"
"58";"7";"Hidrocarburos/Inspección de sistemas de elevación de personal (Canastas)";"--";"--";"Sistemas de elevación de personal (Canastas)";"--";"<p>ASME B 30.23 Personnel Lifting Systems</p><p><br></p><p>(*)</p>";"A";"--"
"58";"7";"Industrial/Inspección de equipos elevadores de personal";"--";"--";"Plataformas elevadoras de trabajo con soporte en pluma (manlift),Plataformas de Trabajo Elevadoras Autopropulsadas";"--";"<p>ANSI/SAIA A92.5 Boom – supported elevating work platforms.</p><p>ANSI/SAIA A92.6 Self – propelled elevating work platforms.</p><p><br></p><p>(*)</p>";"A";"--"
"58";"7";"Industrial/Inspección de sistemas de elevación de personal (Canastas)";"--";"--";"Sistemas de elevación de personal (Canastas)";"--";"<p>ASME B 30.23 Personnel Lifting Systems</p><p><br></p><p>(*)</p>";"A";"--"
"58";"7";"Hidrocarburos/Inspección de ensayos no destructivos por ultrasonido medición de espesores";"--";"--";"Tuberías,Recipientes,Estructuras metálicas";"--";"<p class=""ql-align-justify""><span style=""color: black;"">ASTM-E797:2021, Standard Practice for Measuring. Thickness by Manual Ultrasonic Pulse-Echo Contact Method.</span></p>";"A";"--"
"58";"7";"Hidrocarburos/Inspección volumétrica líquida de tanques estacionarios ";"--";"--";"Tanques estacionarios";"--";"<p>API STD 2555: 1966 (R2014), Ed. 1, Liquid Calibration of tanks</p>";"A";"--"
"58";"7";"Hidrocarburos/Inspección volumétrica geométrica de esferas y esferoides";"--";"--";"Esferas y esferoides";"--";"<p><span style=""color: rgb(0, 0, 0);"">A</span>PI 2552: 1966 (R2018), Ed. 1, Measurement and calibration of spheres and spheroids</p>";"A";"--"
"58";"7";"Hidrocarburos/Inspección de medidores de desplazamiento positivo y turbinas por el método pipe prover ";"--";"--";"Medidores de desplazamiento positivo y turbinas";"--";"<p>API MPMS 4.2:2003 (R2022), Ed. 3, Proving Systems</p><p>API MPMS 7 Temperature Determination</p><p>API MPMS 4.8:2021, Ed. 3, Operation of Proving Systems</p><p>API MPMS 5.2:2005 (R2020), Ed. 3, Measurement of Liquid Hydrocarbons by Displacement Meters</p><p>API MPMS 5.3:2005 (R2014). Ed. 1, Measurement of Liquid Hydrocarbons by Turbines Meters</p><p>API MPMS 11.1:2004 (R2012) Temperature and Pressure Volume Correction Factors for Generalized Crude Oils, Refined Products, and Lubricating Oils, Includes</p><p>API MPMS 12.2:2021, Ed. 2, Calculation of Petroleum Quantities Using Dynamic Measurement Methods and Volumetric Correction Factors</p><p>API MPMS 13.2:2018, Ed. 2, Methods of Evaluating Meter Proving Data</p><p>API MPMS 9.3:2012 (R2017), Ed. 3, Standard Test Method for Density, Relative Density, and API Gravity of Crude Petroleum and Liquid Petroleum Products by Thermohydrometer Method</p><p>API MPMS 6.7:1991 (R2018), Ed. 2, Metering Viscous Hydrocarbons </p><p>API MPMS 4.7:2009, Ed. 3, Field Standard Test Measures</p><p>API MPMS 5.6:2021, Ed. 2, Measurement of Liquid Hydrocarbons by Coriolis Meters</p><p>API MPMS 21.2:1998 (R2016), Ed. 1, Electronic Liquid Measurement</p>";"A";"--"
"58";"7";"Hidrocarburos/Inspección de seguridad en estaciones de servicio";"--";"--";"Estaciones de servicio";"--";"<p><span style=""color: black;"">NTE INEN 2251:2013, Ed. 1, Manejo, almacenamiento, transporte y expendio en los centros de distribución de combustibles Líquidos, requisitos.</span></p><p><span style=""color: black;"">NTE INEN 2316:2008, Ed. 1, Vehículos automotores. Funcionamiento de vehículos con GLP. Estaciones de Servicio de suministro de GLP</span></p><p><span style=""color: black;"">Norma técnica ecuatoriana NTE INEN 2266:2013, Ed.1, Transporte, almacenamiento y manejo de productos químicos peligrosos.</span></p><p><span style=""color: black;""> Norma técnica ecuatoriana NTE INEN 2288:2000, Ed. 1, Transporte, de químicos industriales, peligrosos, Etiquetado de precaución</span></p>";"A";"--"
"58";"7";"Hidrocarburos/Inspección de seguridad de autotanques y vaccums";"--";"--";"Autotanques y vaccums";"--";"<p class=""ql-align-center""><span style=""color: black;"">Norma técnica ecuatoriana NTE INEN 2266:2013, Ed.1, Transporte, almacenamiento y manejo de productos químicos peligrosos.</span></p><p class=""ql-align-center""><span style=""color: black;"">Norma técnica ecuatoriana NTE INEN 2288:2000, Ed. 1, Transporte, de químicos industriales, peligrosos, Etiquetado de precaución</span></p>";"A";"--"
"58";"7";"Hidrocarburos/Inspección de Medidores Estáticos de Petróleo y sus Derivados";"--";"--";"Medidores Estáticos de Petróleo y sus Derivados";"--";"<p>API MPMS 3.1A: 2013 (R2018), Ed. 3, Standard Practice for the Manual Gauging of Petroleum and Petroleum Products</p><p>API MPMS 3.1B: 2021, Ed. 4, Standard Practice for Level Measurement of Liquid Hydrocarbons in Stationary Tanks by Automatic Tank Gauging</p>";"A";"--"
