"idOrganizacion";"IdEnsayo";"EsyLugarEjecucion";"EsyTipoEnsayo";"EsyEnsayo";"EsyMuestra";"EsyTecnica";"EsyIntervaloMedicion";"EsyMetodo";"EsyVigenteApartirDe"
"214";"12";"--";"En laboratorio";"Compuestos orgánicos volátiles";"--";"ZHE- Cromatografía de gases-Espectrometría de masas";"<p>Cloruro de vinilo (100-20000 ug/l)</p><p>Bromometano (100-20000 ug/l)</p><p>1,1-dicloroeteno (100-20000 ug/l)</p><p>Cloruro de metileno&nbsp;&nbsp;(100-20000 ug/l)</p><p>Cis 1,2-dicloroeteno	(100-20000 ug/l)</p><p>1,1-dicloroetano (100-20000 ug/l)</p><p>Trans 1,2-dicloroeteno (100-20000 ug/l)</p><p>Cloroformo (100-20000 ug/l)</p><p>1,2 dicloroetano (100-20000 ug/l)</p><p>1,1,1-tricloroetano (100-20000 ug/l)</p><p>Tetracloruro de Carbono&nbsp;&nbsp;&nbsp;&nbsp;(100-20000 ug/l)</p><p>Benceno (100-20000 ug/l)</p><p>1,2-dicloropropano (100-20000 ug/l)</p><p>Tricloroeteno&nbsp;&nbsp;(100-20000 ug/l)</p><p>Cis 1,3-dicloropropeno&nbsp;(100-20000 ug/l)</p><p>Trans 1,3-dicloropropeno (100-20000 ug/l)</p><p>1,1,2-tricloroetano&nbsp;&nbsp;(100-20000 ug/l)</p><p>Tolueno&nbsp;&nbsp;&nbsp;(100-20000 ug/l)</p><p>Tetracloroeteno&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(100-20000 ug/l)</p><p>1,1,1,2-tetracloroetano (100-20000 ug/l)</p><p>Clorobenceno&nbsp;&nbsp;(100-20000 ug/l)</p><p>m+p-Xileno&nbsp;&nbsp;&nbsp;(120-40000 ug/l)</p><p>Estireno&nbsp;&nbsp;&nbsp;(100-20000 ug/l)</p><p>o-Xileno&nbsp;&nbsp;&nbsp;(100-20000 ug/l)</p><p>1,1,2,2 tetracloroetano&nbsp;&nbsp;&nbsp;(100-20000 ug/l)</p><p>1,3-diclorobenceno&nbsp;&nbsp;(100-20000 ug/l)</p><p>1,4 diclorobenceno&nbsp;&nbsp;(100-20000 ug/l)</p><p>1,2-diclorobenceno&nbsp;&nbsp;(100-20000 ug/l)</p>";"<p>MM-S-65</p>/<p>Adaptado:</p><p>EPA 1311</p><p>EPA 8260D</p>";"--"
"214";"12";"--";"En laboratorio";"Metales";"--";"Plasma de Acoplamiento Inductivo - Espectrometría de Masas (ICP-MS)";"<p>Bismuto (Bi) 	(0.005 a 5) mg/l</p><p>Indio (In) 			(0.005 a 5) mg/l</p><p>Terbio (Tb)		 (0.005 a 5) mg/l</p><p>Escandio (Sc)	(0.005 a 5) mg/l</p><p>Itrio (Y) 				(0.005 a 5) mg/l</p>";"<p><span style=""color: black;"">MM-AG/S-39</span></p>/<p>EPA 6020 B. EPA 3005 A</p>";"--"
"214";"12";"--";"En laboratorio";"Sulfuro soluble en ácido y sulfuro reactivo";"--";"Espectrofotometría";"<p><span style=""color: black;"">Sulfuro soluble en ácido </span></p><p><span style=""color: black;""> (50 a 1000) mg/kg</span></p><p><span style=""color: black;"">&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</span></p><p><span style=""color: black;"">Sulfuro reactivo (AVS) </span></p><p><span style=""color: black;""> (50 a 1000) mg/kg</span></p>";"<p>MM-S-70</p>/<p>EPA 9030B</p><p>SM 4500-S<sup>2-</sup> J</p><p>HACH 8131</p>";"--"
"214";"12";"--";"En laboratorio";"Boro soluble en agua caliente";"--";"Plasma de Acoplamiento Inductivo - Espectrometría de Masas (ICP-MS)";"<p><span style=""color: black;"">(0.4 a 1000) mg/kg</span></p>";"<p><span style=""color: black;"">MM-S-71</span></p>/<p>EPA 6020-B.</p><p>SERA-IEG-6. (2014). Soil Test Methods From the Southeastern United States</p>";"--"
"214";"12";"--";"In situ";"Fugas de compuestos orgánicos volátiles (VOCs)";"--";"Fotoionización UV y factores de sensibilidad";"<p>Isobutileno (0,9 a 230) mg/m<sup>3</sup></p><p>Benceno (0,6 a 150) mg/m<sup>3</sup></p><p>Tolueno (0,7 a 170) mg/m<sup>3</sup></p><p>Etilbenceno (1,1 a 283) mg/m<sup>3</sup></p><p>m-Xileno (0,8 a 191) mg/m<sup>3</sup></p><p>o-Xileno (0,8 a 196) mg/m<sup>3</sup></p><p>p-Xileno (0,7 a 170) mg/m<sup>3</sup></p><p>Pentano (9,9 a 2484) mg/m<sup>3</sup>&nbsp;</p><p>Isopentano (9,7 a 2425) mg/m<sup>3</sup></p><p>Hexano (6,1 a 1519) mg/m<sup>3</sup></p><p>Ciclohexano (1,9 a 483) mg/m<sup>3</sup></p><p>Metilciclohexano  (1,6 a 390) mg/m<sup>3</sup></p><p>Heptano  (4,6 a 1150) mg/m<sup>3</sup></p><p>Naftaleno  (0,9 a 221) mg/m<sup>3</sup></p><p><sup>  </sup></p><p><sup>&nbsp;</sup></p><p>VOCs Total  (0,6 a 10061) mg/m<sup>3</sup></p>";"<p><span style=""color: black;"">MM-AIR-08</span></p>/<p>EPA 21. 2017</p>";"--"
"214";"12";"--";"In situ";"Compuestos orgánicos volátiles en fuentes fugitivas y de áreas";"--";"Termodesorción/Crioconcentración-Cromatografía de gases-Espectrometría de Masas (GC-MS)";"<p><span style=""color: black;"">1,1-dicloroetano</span>	 <span style=""color: black;"">(0,9 a 26,1) ug/m</span><sup style=""color: black;"">3</sup></p><p><span style=""color: black;"">1,2-dicloroetano</span>	 <span style=""color: black;"">(0,9 a 26,1) ug/m</span><sup style=""color: black;"">3</sup></p><p><span style=""color: black;"">Benceno</span>	<span style=""color: black;"">(0,7 a 22,2) ug/m</span><sup style=""color: black;"">3</sup></p><p><span style=""color: black;"">1,2-dicloropropano</span>	<span style=""color: black;"">(1,0 a 28,6) ug/m</span><sup style=""color: black;"">3</sup></p><p><span style=""color: black;"">Tricloroeteno</span>	<span style=""color: black;"">(1,0 a 29,7) ug/m</span><sup style=""color: black;"">3</sup></p><p><span style=""color: black;"">1,1,2 Tricloroeteno</span>	<span style=""color: black;"">(1,0 a 30,3) ug/m</span><sup style=""color: black;"">3</sup></p><p><span style=""color: black;"">Tolueno</span>		<span style=""color: black;"">(1,0 a 28,6) ug/m</span><sup style=""color: black;"">3</sup></p><p><span style=""color: black;"">Tetracloroeteno</span>	<span style=""color: black;"">(1,0 a 31,0) ug/m</span><sup style=""color: black;"">3</sup></p><p><span style=""color: black;"">Clorobenceno</span>	<span style=""color: black;"">(1,0 a 29,1) ug/m</span><sup style=""color: black;"">3</sup></p><p><span style=""color: black;"">Etilbenceno (1,0 a 32,3) ug/m</span><sup style=""color: black;"">3</sup></p><p><span style=""color: black;"">m, p-xileno (1,0 a 32,3) ug/m</span><sup style=""color: black;"">3</sup></p><p><span style=""color: black;"">o-xileno (1,0 a 32,3) ug/m</span><sup style=""color: black;"">3</sup></p>";"<p><span style=""color: black;"">MM-AIR-09</span></p>/<p>EPA 325A/325B. 2015</p>";"--"
"214";"12";"--";"In situ";"Ruido ambiental continuo 24 horas";"--";"Nivel de presión sonora equivalente";"<p>(30 a 130) dB</p>";"<p><span style=""color: black;"">MM-RU-01</span></p>/<p>TULSMA, AM-097A, Anexo 5, 2015 </p><p>NTE INEN-ISO 1996-parte 1 y 2, 2014</p>";"--"
"214";"12";"--";"En laboratorio";"Nitrógeno Total Kjeldahl,";"--";"Espectrofotometría";"<p>(1 a 580) mg/l</p>";"<p>MM-AG-35</p>/Método de referencia: 
HACH 8075, HACH 8083, Edición 2. 2007";"--"
"214";"12";"--";"En laboratorio";"Clorobencenos";"--";"Cromatografía de Gases";"<p>(0,0001 a 0,0025) mg/l</p><p>&nbsp;</p><p>1, 3 Dichlorobenzene</p><p>1,4&nbsp;Dichlorobenzene&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;.</p><p>1,2 Dichlorobenzene</p><p>1,2,3 Trichlorobenzene</p><p>1,2,4-Trichlorobenzene</p><p>1,2,4,5 Tetrachlorobenzene</p><p>1,2,3,4 Tetrachlorobenzene</p><p>1,2,3,5 Tetrachlorobenzene&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p><p>Hexachlorobenzene</p>";"<p>MM-AG/S-45</p>/U.S. EPA 625, 8270 D, 1998.";"--"
"214";"12";"--";"En laboratorio";"Aniones (F, Cl, NO2, NO3, PO4, SO4)";"--";"Cromatografía de lones";"<p>(0,05 a 20 000) mg/l</p><p><span style=""color: windowtext;"">&nbsp;</span></p><p>Fluoruro (F<sup>-</sup>)</p><p>Cloruro (Cl<sup>-</sup>)</p><p>Nitrito (NO<sub>2</sub><sup>-</sup>)</p><p>Nitrato (NO<sub>3</sub><sup>-</sup>)</p><p>Fosfato (PO<sub>4</sub><sup>3-</sup>)</p><p>Sulfato (SO<sub>4</sub><sup>2-</sup>)</p>";"<p>MM-AG/S-37</p><p>MM-S-05</p>/U.S. EPA  300.1, 1997";"--"
"214";"12";"--";"En laboratorio";"Aceites y grasas";"--";"Gravimetría";"<p>(0,3 a 5 000) mg/l</p>";"<p>MM-AG/S-32</p>/EPA 1664 Rev. A. 1999";"--"
"214";"12";"--";"En laboratorio";"HAPs";"--";"Cromatografía de Gases";"<p>(0,00005 a 25) mg/l</p><p>&nbsp;</p><p>(Phenantreno, Fluoranteno, Pireno, Benzo(a)antraceno, Criseno, Benzo(b)fluoranteno, Benzo(k)fluoranteno, Benzo(a)pireno, Indeno(1,2,3-cd)pireno, Dibenzo(ah)antraceno, Benzo(ghi)perileno</p>";"<p>MM- AG/S-22</p><p>MM-S-05</p>/U.S. EPA 8270 2000
U.S. EPA 1311, 1992";"--"
"214";"12";"--";"En laboratorio";"Metales";"--";"Plasma de Acoplamiento Inductivo - Espectrometría de Masas (ICP-MS)";"<p>Aluminio</p><p>(0,01 a 1 000) mg/l</p><p>&nbsp;</p><p>Antimonio&nbsp;</p><p>(0,0001 a 10) mg/l</p><p>&nbsp;</p><p>Arsénico</p><p>&nbsp;(0,0005 a 10) mg/l</p><p>&nbsp;</p><p>Azufre&nbsp;&nbsp;</p><p>(1 a 200) mg/l</p><p>&nbsp;</p><p>Bario&nbsp;</p><p>(0,0002 a 5 000) mg/l</p><p>&nbsp;</p><p>Berilio&nbsp;</p><p>(0,0002 a 10) mg/l</p><p>&nbsp;</p><p>Boro&nbsp;</p><p>(0,02 a 10) mg/l</p><p>&nbsp;</p><p>Bromo</p><p>(0,05 a 100) mg/l</p><p>&nbsp;</p><p>Cadmio</p><p>(0,0001 a 10) mg/l</p><p>&nbsp;</p><p>Calcio</p><p>(0,05 a 5 000) mg/l</p><p>&nbsp;</p><p>Cesio&nbsp;</p><p>(0,0001 a 10) mg/l</p><p>&nbsp;</p><p>Cobalto&nbsp;</p><p>(0,0001 a 10) mg/l</p><p>&nbsp;</p><p>Cobre&nbsp;</p><p>(0,005 a 10) mg/l</p><p>&nbsp;</p><p>Cromo&nbsp;</p><p>(0,0002 a 10) mg/l</p><p>&nbsp;</p><p>Disprosio&nbsp;</p><p>(0,0001 a 10) mg/l</p><p>&nbsp;</p><p>Erbio&nbsp;</p><p>(0,0001 a 10) mg/l</p><p>&nbsp;</p><p>Estaño&nbsp;</p><p>(0,0005 a 10) mg/l</p><p>&nbsp;</p><p>Estroncio&nbsp;</p><p>(0,0005 a 10) mg/l</p><p>&nbsp;</p><p>Europio&nbsp;</p><p>(0,0001 a 10) mg/l</p><p>&nbsp;</p><p>Fósforo</p><p>(0,05 a 1 000) mg/l</p><p>&nbsp;</p><p>Gadolinio&nbsp;</p><p>(0,0001 a 10) mg/l</p><p>&nbsp;</p><p>Galio</p><p>(0,0002 a 10) mg/l</p><p>&nbsp;</p><p>Germanio</p><p>(0,0002 a 10) mg/l</p><p>&nbsp;</p><p>Hafnio&nbsp;</p><p>(0,0001 a 10) mg/l</p><p>&nbsp;</p><p>Hierro&nbsp;</p><p>(0,02 a 1 000) mg/l</p><p>&nbsp;</p><p>Holmio&nbsp;&nbsp;</p><p>(0,0001 a 10) mg/l</p><p>&nbsp;</p><p>Iridio</p><p>(0,0005 a 5) mg/l</p><p>&nbsp;</p><p>Lantano&nbsp;</p><p>(0,0001 a 10) mg/l</p><p>&nbsp;</p><p>Litio</p><p>(0,0005 a 2) mg/l</p><p>&nbsp;</p><p>Lutecio&nbsp;</p><p>(0,0001 a 10) mg/l</p><p>&nbsp;</p><p>Magnesio&nbsp;</p><p>(0,02 a 5 000) mg/l</p><p>&nbsp;</p><p>Manganeso&nbsp;</p><p>(0,0005 a 200) mg/l</p><p>&nbsp;</p><p>Mercurio&nbsp;</p><p>(0,0001 a 200) mg/l</p><p>&nbsp;</p><p>Molibdeno&nbsp;</p><p>(0,0002 a 10) mg/l</p><p>&nbsp;</p><p>Niobio&nbsp;</p><p>(0,0001 a 10) mg/l</p><p>&nbsp;</p><p>Neodimio&nbsp;</p><p>(0,0001 a 10) mg/l</p><p>&nbsp;</p><p>Níquel&nbsp;</p><p>(0,001 a 10) mg/l</p><p>&nbsp;</p><p>Oro</p><p>(0,0005 a 5) mg/l</p><p>&nbsp;</p><p>Osmio</p><p>(0,0005 a 5) mg/l</p><p>&nbsp;</p><p>Paladio</p><p>(0,0005 a 5) mg/l</p><p>&nbsp;</p><p>Platino</p><p>(0,0005 a 5) mg/l</p><p>&nbsp;</p><p>Plata</p><p>(0,0001 a 10) mg/l</p><p>&nbsp;</p><p>Plomo&nbsp;</p><p>(0,0005 a 10) mg/l</p><p>&nbsp;</p><p>Potasio</p><p>(0,05 a 5 000) mg/l</p><p>Praseodimio&nbsp;</p><p>(0,0001 a 10) mg/l</p><p>Renio&nbsp;</p><p>(0,0005 a 5) mg/l</p><p>Rodio&nbsp;</p><p>(0,0005 a 5) mg/l</p><p>Rutenio&nbsp;</p><p>(0,0005 a 5) mg/l</p><p>Samario&nbsp;</p><p>(0,0001 a 10) mg/l</p><p>Selenio&nbsp;</p><p>(0,001 a 10) mg/l</p><p>Silicio&nbsp;</p><p>(0,05 a 200) mg/l</p><p>Sodio&nbsp;</p><p>(0,05 a 1 000) mg/l</p><p>Talio&nbsp;</p><p>(0,0001 a 10) mg/l</p><p>Tantalio&nbsp;</p><p>(0,0001 a 10) mg/l</p><p>Teluro&nbsp;</p><p>(0,0002 a 10) mg/l</p><p>Titanio&nbsp;</p><p>(0,0005 a 10) mg/l</p><p>Torio&nbsp;</p><p>(0,0001 a 10) mg/l</p><p>Tulio&nbsp;</p><p>(0,0001 a 10) mg/l</p><p>Uranio&nbsp;</p><p>(0,0001 a 10) mg/l</p><p>Vanadio&nbsp;</p><p>(0,0002 a 10) mg/l</p><p>Yterbio&nbsp;</p><p>(0,0001 a 10) mg/l</p><p>Zinc&nbsp;</p><p>(0,005 a 100) mg/l</p><p>Zirconio&nbsp;</p><p>(0,0001 a 10) mg/l</p><p><br></p>";"<p>MM-AG/S-39</p><p>MM-S-05</p>/EPA 6020B, Rev 2.0, 2014
U.S. EPA 1311, 1992";"--"
"214";"12";"--";"En laboratorio";"Hidrocarburos totales de petróleo (C8 – C40)";"--";"Cromatografía de Gases";"<p>(0,3 a 20 000) mg/l</p>";"<p>MM-AG-/S-23</p>/U.S. EPA 8015 D, 1996
U.S EPA 1311, 1992";"--"
"214";"12";"--";"En laboratorio";"Cromo hexavalente";"--";"Espectrofotometría con analizador de flujo segmentado";"<p>(0,002 a 0,5) mg/l</p>";"<p>MM-AG/S-38B</p>/EPA, Rev. 1.0. 1996.
3060A, 7196A";"--"
"214";"12";"--";"En laboratorio";"Nitrógeno total";"--";"Combustión catalítica y detección por quimioluminiscencia";"<p>(1,00 a 6 000) mg/l</p>";"<p>MM-AG-59</p>/ASTM D8083-16, 2016";"--"
"214";"12";"--";"En laboratorio";"Nitrogeno total kjeldahl";"--";"Cálculo";"<p>(1 a 6000) mg/l</p>";"<p>MM-AG-59</p>/ASTM D8083-16, 2016";"--"
"214";"12";"--";"En laboratorio";"Bases Neutrales";"--";"Cromatografía de Gases";"<p>1,2,4 –Trichlorobenzene,</p><p>(1&nbsp;a 5) ug/l</p><p>2,4 Dinitrotolueno,</p><p>(1&nbsp;a 5) ug/l</p><p>&nbsp;</p><p>2,6 Dinitrotoluene,</p><p>(1&nbsp;a 5) ug/l</p><p>&nbsp;</p><p>4-Bromophenyl phenyl,</p><p>(1&nbsp;a 5) ug/l</p><p>&nbsp;</p><p>4-Chlorophenyl phenyl ether,</p><p>(1&nbsp;a 5) ug/l</p>";"<p>MM-AG-45</p>/EPA 625, Rev 3, 1996.
U.S, 1992";"--"
"214";"12";"--";"En laboratorio";"Bases Neutrales";"--";"Cromatografía de Gases";"<p>Azobenzene,</p><p>(1 a 5) ug/l</p><p>&nbsp;</p><p>Benzyl butyl phthalate,</p><p>(1&nbsp;a 5) ug/l</p><p>&nbsp;</p><p>Bis(2-Chloroethoxy) methane,</p><p>(1&nbsp;a 5) ug/l</p><p>&nbsp;</p><p>Bis(2-Chloroethyl) ether,</p><p>(1&nbsp;a 5) ug/l</p><p>&nbsp;</p><p>Diethyl phthalate,</p><p>(1&nbsp;a 5) ug/l</p><p>&nbsp;</p><p>Dimethyl phthalate,</p><p>(1&nbsp;&nbsp;&nbsp;a 5) ug/l</p><p>&nbsp;</p><p>&nbsp;</p><p>Di-n-Butyl phthalate,</p><p>(1&nbsp;a 5) ug/l</p><p>&nbsp;</p><p>Di-n-octyl phthalate,</p><p>(1&nbsp;a 5) ug/l</p><p>&nbsp;</p><p>Hexachlorobenzene,</p><p>(1&nbsp;a 5) ug/l</p><p>&nbsp;</p><p>Isophorone,</p><p>(1&nbsp;a 5) ug/l</p><p>&nbsp;</p><p>N-Nitrosodiphenylamine,</p><p>(1 a 5) ug/l</p>";"<p>MM-AG-45</p>/EPA 625, Rev 3, 1996.
U.S, 1992";"--"
"214";"12";"--";"En laboratorio";"Hidrocarburos totales de petróleo (C8 – C40)";"--";"Cromatografía de Gases";"<p>(0,2 a 20 000) mg/l</p>";"<p>MM-AG-/S-23</p>/U.S. EPA 8015 D, 1996
U.S EPA 1311, 1992";"--"
"214";"12";"--";"En laboratorio";"Determinación de PCB’s";"--";"Cromatografía de gases ECD";"<p>(0,005 a 0,5) µg/l</p>";"<p>MMAG/S58&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p>/EPA 8082 A adaptado. 2007";"--"
"214";"12";"--";"En laboratorio";"Nitrógeno total";"--";"Combustión catalítica y detección por quimioluminiscencia";"<p>(0,50 a 6 000) mg/l</p>";"<p>MM-AG-59</p>/ASTM D8083-16, 2016";"--"
"214";"12";"--";"En laboratorio";"Nitrógeno Total Kjeldahl,";"--";"Cálculo";"<p>(0,50 a 6 000) mg/l</p>";"<p>MM-AG-59</p>/ASTM D8083-16, 2016";"--"
"214";"12";"--";"En laboratorio";"Determinación de PCB’s";"--";"Cromatografía de gases ECD";"<p>(0,005 a 0,5) µg/l&nbsp;&nbsp;&nbsp;</p><p>&nbsp;</p><p>Aroclor 1016</p><p>(0,005 a 0,5) µg/l&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p><p>&nbsp;</p><p>Aroclor 1221</p><p>(0,005 a 0,5) µg/l&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p><p>Aroclor 1232</p><p>(0,005 a 0,5) µg/l</p><p>Aroclor 1242</p><p>(0,005 a 0,5) µg/l</p><p>Aroclor 1248</p><p>(0,005 a 0,5) µg/l</p><p>Aroclor 1254</p><p>(0,005 a 0,5) µg/l</p><p>Aroclor 1260</p><p>(0,005 a 0,5) µg/l</p><p>Aroclor 1262</p><p>(0,005 a 0,5) µg/l</p><p>Aroclor 1268</p><p>(0,005 a 0,5) µg/l</p>";"<p>MM-AG/S58&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p>/EPA 8082 A adaptado, 2007.";"--"
"214";"12";"--";"En laboratorio";"Hidrocarburos totales de petróleo (TPH)";"--";"Cromatografía de gases-FID";"<p>(0,3 a 2 000)mg/l</p>";"<p>MM-AG-23</p>/EPA 8015D. 1996
U.S EPA 1311, 1992";"--"
"214";"12";"--";"En laboratorio";"Hidrocarburos totales de petróleo (C8 – C40)";"--";"Cromatografía de Gases";"<p>(50 a 200 000) mg/kg</p>";"<p>MM-AG-/S-23</p>/U.S. EPA 8015 D, 2003";"--"
"214";"12";"--";"En laboratorio";"Aniones (F, Cl, NO2, NO3, PO4, SO4)";"--";"Cromatografía de lones";"<p>(1 a 20 000) mg/kg</p><p>&nbsp;</p><p>Fluoruro (F-)</p><p>Cloruro (Cl-)</p><p>Nitrito (NO2-)</p><p>Nitrato (NO3-)</p><p>Fosfato (PO43-)</p><p>Sulfato (SO42-)</p>";"<p>MM-S-01 / MM-AG/S-37</p>/U.S. EPA  300.1, 1997";"--"
"214";"12";"--";"En laboratorio";"Aceites y grasas";"--";"Gravimetría";"<p>(50 a 100 000) mg/kg</p>";"<p>MM-AG/S-32</p>/EPA 1664 A y 3550 B, 1996";"--"
"214";"12";"--";"En laboratorio";"Metales";"--";"Plasma de Acoplamiento Inductivo - Espectrometría de Masas (ICP-MS)";"<p>Aluminio&nbsp;</p><p>(100 a 100 000) mg/Kg</p><p>&nbsp;</p><p>Arsénico&nbsp;</p><p>(0,1 a 10 000) mg/Kg</p><p>&nbsp;</p><p>Azufre </p><p>(500 a 200 000) mg/Kg</p><p>&nbsp;</p><p>Bario&nbsp;</p><p>(0,1 a 10 000) mg/Kg</p><p>&nbsp;</p><p>Boro&nbsp;</p><p>(20 a 10 000) mg/Kg</p><p>&nbsp;</p><p>Cadmio </p><p>(0,1 a 10 000) mg/Kg</p><p>&nbsp;</p><p>Calcio </p><p>(500 a 500 000) mg/Kg</p><p>&nbsp;</p><p>Cobalto&nbsp;</p><p>(0,1 a 10 000) mg/Kg</p><p>&nbsp;</p><p>Cobre&nbsp;</p><p>(0,2 a 10 000) mg/Kg </p><p>&nbsp;</p><p>Cromo&nbsp;</p><p>(0,2 a 10 000) mg/Kg</p><p>&nbsp;</p><p>&nbsp;</p><p>Hierro&nbsp;</p><p>(500 a 500 000) mg/Kg</p><p>&nbsp;</p><p>Mercurio&nbsp;</p><p>(0,1 a 10 000) mg/Kg</p><p>&nbsp;</p><p>Magnesio&nbsp;</p><p>(100 a 200 000) mg/Kg</p><p>&nbsp;</p><p>Manganeso&nbsp;</p><p>(0,1 a 10 000) mg/Kg</p><p>&nbsp;</p><p>Molibdeno&nbsp;</p><p>(0,2 a 10 000) mg/Kg</p><p>&nbsp;</p><p>Níquel&nbsp;</p><p>(1,0 a 10 000) mg/Kg</p><p>&nbsp;</p><p>Plata&nbsp;</p><p>(0,2 a 10 000) mg/Kg</p><p>&nbsp;</p><p>Potasio&nbsp;</p><p>(100 a 200 000) mg/Kg</p><p>&nbsp;</p><p>Sodio&nbsp;</p><p>(100 a 200 000) mg/Kg</p>";"<p>MM-AG/S-39</p>/EPA 6020 B, Rev 2.0, 2014";"--"
"214";"12";"--";"En laboratorio";"Cromo hexavalente";"--";"Espectrofotometría con analizador de flujo segmentado";"<p>(1 a 1 000) mg/kg</p>";"<p>MM-AG/S-38B</p>/EPA, Rev. 1.0. 1996. 3060A, 7196A";"--"
"214";"12";"--";"En laboratorio";"Clorobencenos";"--";"Cromatografía de Gases";"<p>(0,05 a 1) mg/kg</p><p>&nbsp;</p><p>1, 3 Dichlorobenzene</p><p>1,4&nbsp;Dichlorobenzene&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;.</p><p>1,2 Dichlorobenzene</p><p>1,2,3 Trichlorobenzene</p><p>1,2,4-Trichlorobenzene</p><p>1,2,4,5 Tetrachlorobenzene</p><p>1,2,3,4 Tetrachlorobenzene</p><p>1,2,3,5 Terachlorobenzene&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p><p>Hexachlorobenzene</p>";"<p>MM-AG/S-45</p>/U.S. EPA 8270 D";"--"
"214";"12";"--";"En laboratorio";"Pesticidas";"--";"Cromatografía de Gases";"<p>(0,001 a 1) mg/kg</p><p>&nbsp;</p><p>Propoxur</p><p>Carbofuran</p><p>Carbaryl</p><p>Methiocarb</p><p>Pirimicarb</p><p>Thiobencarb</p><p>a-BHC</p><p>b-BHC</p><p>Quintozene</p><p>g-BHC</p><p>d-BHC</p><p>Chlorothalonil</p><p>Alachlor</p><p>Heptachlor</p><p>Metolachlor</p><p>Aldrin</p><p>Chlorthal-dimethyl</p><p>Heptachlor Epoxide (isomer B)</p><p>g-Chlordane</p><p>Butachlor</p><p>a-Chlordane</p><p>Endosulfan I</p><p>p-p`-DDE</p><p>Dieldrin</p><p>Oxyfluorfen</p><p>Endrin</p><p>Endosulfan II</p><p>p-p`-DDD</p><p>Endrin Aldehyde</p><p>Endosulfan Sulfate</p><p>p-p`-DDT</p><p>Methoxychlor</p><p>Diuron + Linuron</p><p>Trifluaralin</p><p>Thiometon</p><p>Simazine</p><p>Atrazine</p><p>Metribuzin</p><p>Metalaxyl</p><p>Ametryn</p><p>Terbutryn</p><p>Triadimefon</p><p>Pendimethalin</p><p>Penconazole</p><p>Thiabenazole</p><p>Triadimenol</p><p>Hexaconazole</p><p>Benalaxyl</p><p>Dichlorvos + Trichlorfon</p><p>Mevinphos</p><p>Enthoprophos</p><p>Cadusafos</p><p>Phorate</p><p>Dimethoate</p><p>Terbufos</p><p>Diazinon</p><p>Disulfoton</p><p>Fenchlorphos</p><p>Malathion</p><p>Chlorpyrifos</p><p>Parathion</p>";"<p>MM-AG,S,VEG-27</p>/U.S. EPA 8270 D";"--"
"214";"12";"--";"En laboratorio";"Pesticidas";"--";"Cromatografía de Gases";"<p>Pesticidas, Cromatografía de gases,</p><p>&nbsp;</p><p>(0, 001 a 1) mg/kg</p><p>&nbsp;</p><p>Methyl-Parathion</p><p>Cyhalothrin</p><p>trans-Permethrin</p><p>cis-Permethrin</p><p>Cyfluthrin</p><p>Cypermethrin</p><p>Fenvalerate - Isomer 1</p><p>Fenvalerate - Isomer 2</p><p>Deltamethrin</p>";"<p>MM-AG,S,VEG-27</p>/U.S. EPA 8270 D";"--"
